json_data,list-card-link href,list-card-addr,list-card-type,list-card-price,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-details 3,list-card-label 3,list-card-variable-text,list-card-link src,list-card-save-content,list-card-truncate
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""157th St, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""157th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74064,""longitude"":-73.81122},""url"":""/homedetails/157th-St-Flushing-NY-11355/2082664018_zpid/""}",https://www.zillow.com/homedetails/157th-St-Flushing-NY-11355/2082664018_zpid/,"157th St, Flushing, NY 11355",House for rent,"$2,100/mo",3,bds,2,ba,--,sqft,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Mayflower Realty Associates Inc.
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13444 58th Ave Fl 3, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13444 58th Ave FL 3"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.745489,""longitude"":-73.829743},""url"":""/homedetails/13444-58th-Ave-FL-3-Flushing-NY-11355/2082664038_zpid/""}",https://www.zillow.com/homedetails/13444-58th-Ave-FL-3-Flushing-NY-11355/2082664038_zpid/,"13444 58th Ave FL 3, Flushing, NY 11355",Apartment for rent,"$2,400/mo",3,bds,2,ba,"1,200",sqft,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,WINZONE REALTY INC
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""16405 65th Ave Fl 1st, Flushing, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""16405 65th Ave FL 1ST"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73688,""longitude"":-73.804352},""url"":""/homedetails/16405-65th-Ave-FL-1ST-Flushing-NY-11365/2089539360_zpid/""}",https://www.zillow.com/homedetails/16405-65th-Ave-FL-1ST-Flushing-NY-11365/2089539360_zpid/,"16405 65th Ave FL 1ST, Flushing, NY 11365",Apartment for rent,"$1,600/mo",1,bd,1,ba,--,sqft,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Guardian Group Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6402 137th St, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""950""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6402 137th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.738726,""longitude"":-73.829708},""url"":""/homedetails/6402-137th-St-Flushing-NY-11367/32066207_zpid/""}",https://www.zillow.com/homedetails/6402-137th-St-Flushing-NY-11367/32066207_zpid/,"6402 137th St, Flushing, NY 11367",House for rent,"$2,500/mo",3,bds,2,ba,950,sqft,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Emily R.CHEN
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""73rd Ave, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""850""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""73rd Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726613,""longitude"":-73.814238},""url"":""/homedetails/73rd-Ave-Flushing-NY-11367/2101325020_zpid/""}",https://www.zillow.com/homedetails/73rd-Ave-Flushing-NY-11367/2101325020_zpid/,"73rd Ave, Flushing, NY 11367",Apartment for rent,"$1,800/mo",1,bd,1,ba,850,sqft,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13518 Elder Ave Fl 1st, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13518 Elder Ave FL 1ST"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.749107,""longitude"":-73.828979},""url"":""/homedetails/13518-Elder-Ave-FL-1ST-Flushing-NY-11355/2082666786_zpid/""}",https://www.zillow.com/homedetails/13518-Elder-Ave-FL-1ST-Flushing-NY-11355/2082666786_zpid/,"13518 Elder Ave FL 1ST, Flushing, NY 11355",Apartment for rent,"$2,500/mo",3,bds,2,ba,--,sqft,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Prime Realty
,"https://www.zillow.com/b/5915-Van-Doren-St-Corona-NY/40.749575,-73.853188_ll/","5915 Van Doren St, Corona, NY",For Rent,,"$1,500",Studio,"$2,000+",2 bds,"$2,400",3 bds,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""78th Rd, Flushing, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""78th Rd"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72165,""longitude"":-73.80959},""url"":""/homedetails/78th-Rd-Flushing-NY-11366/2085975378_zpid/""}",https://www.zillow.com/homedetails/78th-Rd-Flushing-NY-11366/2085975378_zpid/,"78th Rd, Flushing, NY 11366",Apartment for rent,"$1,500/mo",1,bd,1,ba,--,sqft,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Realty Depot
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""102-1214 Radcliff Ave # 3r, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""102-1214 Radcliff Ave # 3R"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.742044,""longitude"":-73.85917},""url"":""/homedetails/102-1214-Radcliff-Ave-3R-Corona-NY-11368/2082669692_zpid/""}",https://www.zillow.com/homedetails/102-1214-Radcliff-Ave-3R-Corona-NY-11368/2082669692_zpid/,"102-1214 Radcliff Ave # 3R, Corona, NY 11368",Apartment for rent,"$1,750/mo",1,bd,1.5,ba,--,sqft,3 days ago,"https://maps.googleapis.com/maps/api/streetview?location=40.742044,-73.859170&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=BUvf90RuZCAOSpjUdggWzi1ZnUs=",Save this home,Winzone Realty Inc
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9905 63rd Dr Apt Lc, Rego Park, NY 11374"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9905 63rd Dr APT LC"",""addressLocality"":""Rego Park"",""addressRegion"":""NY"",""postalCode"":""11374""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729182,""longitude"":-73.863288},""url"":""/homedetails/9905-63rd-Dr-APT-LC-Rego-Park-NY-11374/2082673326_zpid/""}",https://www.zillow.com/homedetails/9905-63rd-Dr-APT-LC-Rego-Park-NY-11374/2082673326_zpid/,"9905 63rd Dr APT LC, Rego Park, NY 11374",Apartment for rent,"$1,950/mo",1,bd,1,ba,--,sqft,3 days ago,https://photos.zillowstatic.com/p_e/ISbluqkvjfqj0g1000000000.jpg,Save this home,Hillel Realty Group
,"https://www.zillow.com/b/6712-Yellowstone-Blvd-Forest-Hills-NY/40.72845,-73.84924_ll/","6712 Yellowstone Blvd, Forest Hills, NY",For Rent,,"$1,900+",2 bds,,,,,3 days ago,https://photos.zillowstatic.com/p_e/IS7a33ml0cn80g1000000000.jpg,,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6615 Wetherole St Apt B1, Rego Park, NY 11374"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6615 Wetherole St APT B1"",""addressLocality"":""Rego Park"",""addressRegion"":""NY"",""postalCode"":""11374""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72568,""longitude"":-73.85726},""url"":""/homedetails/6615-Wetherole-St-APT-B1-Rego-Park-NY-11374/245424980_zpid/""}",https://www.zillow.com/homedetails/6615-Wetherole-St-APT-B1-Rego-Park-NY-11374/245424980_zpid/,"6615 Wetherole St APT B1, Rego Park, NY 11374",Apartment for rent,"$2,099/mo",2,bds,1,ba,"1,100",sqft,3 days ago,https://photos.zillowstatic.com/p_e/ISbp95xvigdf0m0000000000.jpg,Save this home,Contact Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""161st St, Fresh Meadows, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""161st St"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73655,""longitude"":-73.80766},""url"":""/homedetails/161st-St-Fresh-Meadows-NY-11365/2082675179_zpid/""}",https://www.zillow.com/homedetails/161st-St-Fresh-Meadows-NY-11365/2082675179_zpid/,"161st St, Fresh Meadows, NY 11365",Apartment for rent,"$1,900/mo",2,bds,1,ba,"1,100",sqft,3 days ago,https://photos.zillowstatic.com/p_e/ISni4ej3p06yp00000000000.jpg,Save this home,"Winzone Realty, Inc."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10420 68th Dr Apt A17, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""126,000""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10420 68th Dr APT A17"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.7244,""longitude"":-73.84979},""url"":""/homedetails/10420-68th-Dr-APT-A17-Forest-Hills-NY-11375/245419890_zpid/""}",https://www.zillow.com/homedetails/10420-68th-Dr-APT-A17-Forest-Hills-NY-11375/245419890_zpid/,"10420 68th Dr APT A17, Forest Hills, NY 11375",Apartment for rent,"$2,500/mo",2,bds,2,ba,"126,000",sqft,3 days ago,https://photos.zillowstatic.com/p_e/IS7eabsi54qxmn0000000000.jpg,Save this home,Contact Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""73rd Ter, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""73rd Ter"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72353,""longitude"":-73.82302},""url"":""/homedetails/73rd-Ter-Flushing-NY-11367/2082675645_zpid/""}",https://www.zillow.com/homedetails/73rd-Ter-Flushing-NY-11367/2082675645_zpid/,"73rd Ter, Flushing, NY 11367",House for rent,"$4,300/mo",4,bds,1.5,ba,--,sqft,3 days ago,https://photos.zillowstatic.com/p_e/ISf8flx31qt7nc1000000000.jpg,Save this home,Birkat Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Park Dr E, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,176""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Park Dr E"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72047,""longitude"":-73.82584},""url"":""/homedetails/Park-Dr-E-Flushing-NY-11367/2082675711_zpid/""}",https://www.zillow.com/homedetails/Park-Dr-E-Flushing-NY-11367/2082675711_zpid/,"Park Dr E, Flushing, NY 11367",House for rent,"$3,400/mo",3,bds,2,ba,"1,176",sqft,3 days ago,https://photos.zillowstatic.com/p_e/ISzbrsk0bzqcde0000000000.jpg,Save this home,Birkat Realty
,https://www.zillow.com/b/6384-saunders-st-rego-park-ny-5YGB6z/,"6384 Saunders St, Rego Park, NY",For Rent,,"$2,050",1 bd,"$2,400",2 bds,,,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5934 Xenia St Fl 3, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,155""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5934 Xenia St FL 3"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.737352,""longitude"":-73.854504},""url"":""/homedetails/5934-Xenia-St-FL-3-Corona-NY-11368/2082676732_zpid/""}",https://www.zillow.com/homedetails/5934-Xenia-St-FL-3-Corona-NY-11368/2082676732_zpid/,"5934 Xenia St FL 3, Corona, NY 11368",Apartment for rent,"$2,600/mo",3,bds,1.5,ba,"1,155",sqft,4 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Winzone Realty Inc
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5012 103rd St # 2, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5012 103rd St # 2"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.742994,""longitude"":-73.859748},""url"":""/homedetails/5012-103rd-St-2-Corona-NY-11368/2085546502_zpid/""}",https://www.zillow.com/homedetails/5012-103rd-St-2-Corona-NY-11368/2085546502_zpid/,"5012 103rd St # 2, Corona, NY 11368",Apartment for rent,"$2,000/mo",2,bds,1.5,ba,--,sqft,4 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Keller Williams Realty Landmark II
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""97st Corona By, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""97st Corona By"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74896,""longitude"":-73.85448},""url"":""/homedetails/97st-Corona-By-Corona-NY-11368/2083598330_zpid/""}",https://www.zillow.com/homedetails/97st-Corona-By-Corona-NY-11368/2083598330_zpid/,"97st Corona By, Corona, NY 11368",Apartment for rent,"$1,700/mo",2,bds,1,ba,--,sqft,4 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Aj realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""102-36 64th Ave Apt 4a, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""102-36 64th Ave APT 4A"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732005,""longitude"":-73.852345},""url"":""/homedetails/102-36-64th-Ave-APT-4A-Forest-Hills-NY-11375/80382326_zpid/""}",https://www.zillow.com/homedetails/102-36-64th-Ave-APT-4A-Forest-Hills-NY-11375/80382326_zpid/,"102-36 64th Ave APT 4A, Forest Hills, NY 11375",Apartment for rent,"$1,900/mo",1,bd,1,ba,800,sqft,4 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Keller Williams Realty of Greater Nassau
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""77th Ave, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""77th Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.71987,""longitude"":-73.82323},""url"":""/homedetails/77th-Ave-Flushing-NY-11367/2084860716_zpid/""}",https://www.zillow.com/homedetails/77th-Ave-Flushing-NY-11367/2084860716_zpid/,"77th Ave, Flushing, NY 11367",Apartment for rent,"$1,800/mo",1,bd,1,ba,--,sqft,4 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,The Realty Depot
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5732 Xenia St, Flushing, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5732 Xenia St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.738288,""longitude"":-73.857384},""url"":""/homedetails/5732-Xenia-St-Flushing-NY-11368/31974683_zpid/""}",https://www.zillow.com/homedetails/5732-Xenia-St-Flushing-NY-11368/31974683_zpid/,"5732 Xenia St, Flushing, NY 11368",Apartment for rent,"$2,500/mo",3,bds,1.5,ba,"1,200",sqft,4 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""15336 73rd Ave # 3h, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""850""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""15336 73rd Ave # 3H"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726756,""longitude"":-73.813748},""url"":""/homedetails/15336-73rd-Ave-3H-Flushing-NY-11367/2082682536_zpid/""}",https://www.zillow.com/homedetails/15336-73rd-Ave-3H-Flushing-NY-11367/2082682536_zpid/,"15336 73rd Ave # 3H, Flushing, NY 11367",Apartment for rent,"$1,800/mo",1,bd,1,ba,850,sqft,4 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Realty Depot
